,CreationDate,Tags,design,usability,website,forms,user,gui,web,mobile,interaction,navigation,buttons,app,behavior,layout,patterns,search,icons,research,input,menu,Month
30,2010-08-10 01:55:04,<accessibility><resources>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
31,2010-08-10 02:17:18,<ios><ipad><website-design>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
32,2010-08-10 02:55:19,<resources><color-combination>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
33,2010-08-10 05:51:19,<website-design><forms><buttons><search><enter-key>,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2010-08-01 00:00:00
34,2010-08-10 06:38:36,<save><desktop><files><undo>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
35,2010-08-10 06:44:58,<e-commerce><shopping-cart>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
36,2010-08-10 06:45:20,<touch-screen>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
37,2010-08-10 07:33:16,<accessibility><cms><recommendations>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
38,2010-08-10 09:26:01,<legibility><typography><readability>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
39,2010-08-10 10:13:16,<accessibility><website-design>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
40,2010-08-10 11:14:43,<wizard><forms><purchase>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
41,2010-08-10 15:37:05,<layout><social-media>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-08-01 00:00:00
42,2010-08-10 15:50:39,<navigation><menu><dropdown>,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010-08-01 00:00:00
43,2010-08-10 15:52:36,<website-design><sidebar>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
44,2010-08-10 18:37:46,<mobile><android><lists>,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
45,2010-08-11 01:42:47,<website-design><accessibility><legibility><standards><font-sizes>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
46,2010-08-11 07:51:03,<help><documentation>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
47,2010-08-11 07:57:22,<lists><drag-n-drop><affordance><sort>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
48,2010-08-11 08:15:32,<customisation>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
49,2010-08-11 10:21:19,<custom-control><dates><calendar>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
50,2010-08-11 12:01:53,<accessibility>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
51,2010-08-11 20:48:56,<forms>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
52,2010-08-11 21:03:21,<image-format>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
53,2010-08-11 23:18:40,<forms><wizard>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
54,2010-08-12 05:02:54,<accessibility><mobile><android><iphone>,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
55,2010-08-12 10:08:51,<accessibility><silverlight><flash>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
56,2010-08-12 12:45:01,<tabs><pagination><overflow>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
57,2010-08-12 18:53:06,<drag-n-drop><idioms>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
58,2010-08-12 21:21:40,<error-message><feedback>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
59,2010-08-12 21:27:04,<website-design><advertisement>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
60,2010-08-14 05:15:18,<usability-study><comparison><measuring>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
61,2010-08-14 05:42:30,<action>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
62,2010-08-14 08:14:35,<e-commerce><position>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
63,2010-08-14 22:08:36,<website-design>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
64,2010-08-14 23:29:30,<zooming><library>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
65,2010-08-15 01:32:25,<animation>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
66,2010-08-15 01:53:49,<pagination>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
67,2010-08-15 14:56:47,<error-message><disable><controls>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
68,2010-08-15 21:15:18,<menu><desktop-application>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010-08-01 00:00:00
69,2010-08-16 09:07:19,<website-design><web-app><anti-patterns>,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2010-08-01 00:00:00
70,2010-08-16 09:09:38,<website-design>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
71,2010-08-16 11:00:49,<accessibility>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
72,2010-08-16 12:56:42,<buttons><forms>,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
73,2010-08-16 16:29:17,<response-time><hover><tooltips>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
74,2010-08-16 20:05:04,<forms><required-fields>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
75,2010-08-16 20:08:32,<web-app><tools><prototyping>,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
76,2010-08-16 20:26:14,<forms><disable><progressive-disclosure>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
77,2010-08-16 20:32:31,<error-message>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
78,2010-08-16 20:34:35,<anti-patterns>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010-08-01 00:00:00
79,2010-08-16 20:37:03,<html>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
80,2010-08-16 20:45:40,<html>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
81,2010-08-17 00:38:30,<radio-buttons><drop-down-list>,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
82,2010-08-17 07:45:18,<interaction-design>,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
83,2010-08-17 09:31:43,<touch-screen><gestures><haptics>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
84,2010-08-17 12:02:28,<resources><career-development><learning>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
85,2010-08-17 13:44:13,<data-mapping>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
86,2010-08-17 14:00:22,<password>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
87,2010-08-17 15:14:54,<design-principles>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
88,2010-08-17 17:11:16,<desktop><mac-os-x>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
89,2010-08-17 17:16:18,<web-app><urls>,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
90,2010-08-17 20:34:06,<lists><dates>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
91,2010-08-17 23:56:01,<forms><buttons>,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
92,2010-08-18 04:48:20,<typography>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
93,2010-08-18 13:18:35,<color><color-combination><graphic-design>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
94,2010-08-18 13:46:49,<forms>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
95,2010-08-18 15:09:13,<silverlight><tabs>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
96,2010-08-18 15:54:19,<usability-testing><ab-testing>,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
97,2010-08-18 17:12:31,<affordance><physical>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
98,2010-08-18 18:25:46,<website-design><screen-resolution>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
99,2010-08-18 20:03:06,<search>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010-08-01 00:00:00
100,2010-08-18 22:12:51,<grid><mockup><wireframe><information>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
101,2010-08-19 12:34:53,<design-patterns>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010-08-01 00:00:00
102,2010-08-19 13:41:32,<web-app>,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
103,2010-08-19 15:16:43,<layout><css>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-08-01 00:00:00
104,2010-08-19 18:27:46,<layout><error-message>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-08-01 00:00:00
105,2010-08-19 19:23:00,<comparison><controls>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
106,2010-08-19 21:52:31,<menu>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010-08-01 00:00:00
107,2010-08-20 06:09:39,<controls><sliders>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
108,2010-08-20 09:58:54,<style>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
109,2010-08-20 14:16:30,<forms><buttons><hyperlinks>,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
110,2010-08-20 16:14:54,<forms>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
111,2010-08-20 17:39:22,<payment><checkout>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
112,2010-08-20 19:05:39,<response-time><splash-screen>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
113,2010-08-20 20:54:43,<forms><registration><user>,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
114,2010-08-21 12:35:53,<accessibility><legibility><font-sizes>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
115,2010-08-22 04:16:48,<idioms><mockup><information>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
116,2010-08-22 09:37:09,<login><urls>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
117,2010-08-22 20:02:25,<authentication>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
118,2010-08-23 03:24:51,<website-design><font-sizes>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
119,2010-08-23 05:10:33,<website-design><design-patterns>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010-08-01 00:00:00
120,2010-08-23 13:44:31,<authentication><popup>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
121,2010-08-23 15:45:35,<guidelines><resources><standards>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
122,2010-08-23 16:31:16,<microcopy><modal-dialog><copywriting>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
123,2010-08-23 22:12:51,<layout><font><typography>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-08-01 00:00:00
124,2010-08-23 22:16:25,<layout><ipad>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-08-01 00:00:00
125,2010-08-24 07:44:09,<mobile><iphone><windows-phone-7>,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
126,2010-08-24 11:12:54,<website-design><menu><dropdown><hover><conventions>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010-08-01 00:00:00
127,2010-08-24 12:33:22,<popup><password>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
128,2010-08-24 13:11:04,<website-design><pagination>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
129,2010-08-24 17:51:52,<splash-screen>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
130,2010-08-24 19:58:56,<lists><css><overflow><stackexchange><optimisation>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
131,2010-08-25 13:33:52,<navigation><web-app><placement>,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
132,2010-08-25 16:56:47,<resources><e-commerce>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
133,2010-08-25 18:12:38,<wireframe><design-process><tools><prototyping>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
134,2010-08-25 20:07:13,<forms>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
135,2010-08-25 22:08:42,<website-design><forms><controls>,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
136,2010-08-26 00:54:48,<forms><enter-key>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
137,2010-08-26 03:23:10,<hints><interaction-design><guidelines>,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
138,2010-08-26 07:40:18,<website-design><navigation>,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
139,2010-08-26 15:40:18,<website-design><buttons><progressive-disclosure>,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
140,2010-08-26 19:44:46,<anti-patterns>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010-08-01 00:00:00
141,2010-08-26 20:58:06,<forms><web-app>,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
142,2010-08-27 00:01:22,<menu><help><tooltips>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010-08-01 00:00:00
143,2010-08-27 04:37:28,<disable><progressive-disclosure>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
144,2010-08-27 06:34:27,<website-design><design-patterns><comparison>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010-08-01 00:00:00
145,2010-08-27 10:16:36,<design-patterns><design-theory>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010-08-01 00:00:00
146,2010-08-27 10:59:28,<checkboxes><modal-dialog><confirmation>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
147,2010-08-27 12:06:49,<controls><hierarchy><library><info-visualisation><javascript>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
148,2010-08-27 12:35:56,<icons>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-08-01 00:00:00
149,2010-08-27 15:17:20,<touch-screen><hover>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
150,2010-08-27 18:15:42,<website-design><information>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
151,2010-08-27 19:29:32,<wireframe><information-architecture>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
152,2010-08-27 21:01:12,<icons><overflow>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-08-01 00:00:00
153,2010-08-27 23:38:41,<design-principles>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
154,2010-08-28 02:52:33,<mobile><mobile-web>,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
155,2010-08-28 03:00:12,<layout><css>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-08-01 00:00:00
156,2010-08-28 09:57:12,<desktop><customizable><mac-os-x>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
157,2010-08-28 19:30:17,<lists><dropdown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
158,2010-08-28 23:47:22,<website-design><drag-n-drop><shopping-cart>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
159,2010-08-29 00:05:17,<forms><buttons><accessibility><input>,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2010-08-01 00:00:00
160,2010-08-29 11:39:48,<design-patterns><search><hierarchy>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2010-08-01 00:00:00
161,2010-08-29 15:59:54,<website-design><forms><comments>,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
162,2010-08-29 17:31:53,<password>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
163,2010-08-29 23:57:16,<website-design><sidebar><scrolling>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
164,2010-08-30 01:59:32,<forms><layout><buttons><placement><labels>,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2010-08-01 00:00:00
165,2010-08-30 07:21:25,<copywriting><microcopy>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
166,2010-08-30 14:59:38,<website-design><performance><javascript>,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
167,2010-08-30 15:13:44,<interaction-design>,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
168,2010-08-30 16:03:16,<resources><design-patterns>,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010-08-01 00:00:00
169,2010-08-30 18:08:49,<authentication><voting>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
170,2010-08-30 18:53:11,<conferences>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
171,2010-08-30 23:06:11,<popup><error-message>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
172,2010-08-31 09:31:53,<controls>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
173,2010-08-31 12:46:16,<design-patterns><navigation>,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2010-08-01 00:00:00
174,2010-08-31 18:19:55,<hierarchy>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
