Id,UserId,Name,Date,Class,TagBased
"93488","12864","Commentator","2015-01-15 09:37:15","3","False"
"93489","28474","Autobiographer","2015-01-15 10:46:13","3","False"
"93490","15413","Popular Question","2015-01-15 10:51:16","3","False"
"93491","5591","Good Answer","2015-01-15 11:01:13","2","False"
"93492","61272","Informed","2015-01-15 11:22:27","3","False"
"93493","24698","Yearling","2015-01-15 11:30:02","2","False"
"93494","28638","Popular Question","2015-01-15 11:35:08","3","False"
"93495","8423","Autobiographer","2015-01-15 11:45:00","3","False"
"93496","61273","Supporter","2015-01-15 11:45:00","3","False"
"93497","8423","Student","2015-01-15 11:50:10","3","False"
"93498","8423","Teacher","2015-01-15 12:10:09","3","False"
"93499","25685","Student","2015-01-15 12:15:08","3","False"
"93500","61221","Scholar","2015-01-15 12:26:52","3","False"
"93501","61277","Student","2015-01-15 12:31:51","3","False"
"93502","4679","Nice Answer","2015-01-15 12:41:50","3","False"
"93503","8423","Supporter","2015-01-15 12:41:50","3","False"
"93505","9564","Famous Question","2015-01-15 12:51:51","1","False"
"93506","30895","Nice Answer","2015-01-15 13:01:27","3","False"
"93507","33902","Caucus","2015-01-15 13:01:27","3","False"
"93508","15382","Tumbleweed","2015-01-15 13:06:33","3","False"
"93509","8383","Teacher","2015-01-15 13:16:32","3","False"
"93510","4645","Popular Question","2015-01-15 13:21:32","3","False"
"93511","61278","Editor","2015-01-15 13:26:27","3","False"
"93512","61283","Autobiographer","2015-01-15 13:36:41","3","False"
"93513","22732","Nice Answer","2015-01-15 13:51:38","3","False"
"93514","59189","Nice Answer","2015-01-15 13:51:38","3","False"
"93515","61284","Autobiographer","2015-01-15 13:56:30","3","False"
"93516","61278","Student","2015-01-15 14:01:34","3","False"
"93517","16924","Nice Answer","2015-01-15 14:08:26","3","False"
"93518","32358","Supporter","2015-01-15 14:08:26","3","False"
"93519","8000","Caucus","2015-01-15 14:13:26","3","False"
"93520","23497","Popular Question","2015-01-15 14:13:26","3","False"
"93521","61286","Supporter","2015-01-15 14:13:26","3","False"
"93522","40110","Talkative","2015-01-15 14:26:52","3","False"
"93523","21546","Caucus","2015-01-15 14:40:56","3","False"
"93524","59230","Supporter","2015-01-15 14:40:56","3","False"
"93525","23497","Nice Question","2015-01-15 14:50:56","3","False"
"93526","14969","Supporter","2015-01-15 14:56:01","3","False"
"93527","40585","Yearling","2015-01-15 15:00:58","2","False"
"93528","32219","Supporter","2015-01-15 15:16:04","3","False"
"93529","12588","Notable Question","2015-01-15 15:31:13","2","False"
"93530","44619","Teacher","2015-01-15 15:31:13","3","False"
"93531","150","Caucus","2015-01-15 16:13:24","3","False"
"93532","39497","Notable Question","2015-01-15 16:18:18","2","False"
"93533","24942","Editor","2015-01-15 16:23:19","3","False"
"93534","61293","Autobiographer","2015-01-15 16:33:19","3","False"
"93535","15377","Notable Question","2015-01-15 16:33:19","2","False"
"93536","8423","Commentator","2015-01-15 16:43:42","3","False"
"93537","24713","Yearling","2015-01-15 16:43:42","2","False"
"93538","61294","Autobiographer","2015-01-15 16:53:42","3","False"
"93539","61292","Teacher","2015-01-15 17:03:37","3","False"
"93540","61295","Editor","2015-01-15 17:16:08","3","False"
"93541","61294","Student","2015-01-15 17:21:08","3","False"
"93543","51372","Nice Answer","2015-01-15 17:52:49","3","False"
"93545","7804","Famous Question","2015-01-15 18:30:29","1","False"
"93546","61290","Student","2015-01-15 18:45:32","3","False"
"93547","51119","Citizen Patrol","2015-01-15 19:01:58","3","False"
"93548","10623","Critic","2015-01-15 19:08:23","3","False"
"93549","54841","Revival","2015-01-15 19:08:23","3","False"
"93550","24928","Supporter","2015-01-15 19:13:15","3","False"
"93551","8287","Caucus","2015-01-15 19:18:14","3","False"
"93552","25685","Popular Question","2015-01-15 19:42:18","3","False"
"93553","21635","Caucus","2015-01-15 19:47:16","3","False"
"93554","16584","Autobiographer","2015-01-15 20:02:14","3","False"
"93555","4431","Popular Question","2015-01-15 20:02:14","3","False"
"93556","58048","Autobiographer","2015-01-15 20:07:06","3","False"
"93557","61310","Autobiographer","2015-01-15 20:22:03","3","False"
"93558","54018","Supporter","2015-01-15 20:27:06","3","False"
"93559","13869","Caucus","2015-01-15 20:33:34","3","False"
"93560","1740","Nice Answer","2015-01-15 20:58:41","3","False"
"93561","61294","Scholar","2015-01-15 20:58:41","3","False"
"93562","21704","Caucus","2015-01-15 21:05:06","3","False"
"93563","24997","Teacher","2015-01-15 21:59:31","3","False"
"93564","61318","Autobiographer","2015-01-15 22:09:34","3","False"
"93565","61318","Supporter","2015-01-15 22:09:34","3","False"
"93566","61319","Autobiographer","2015-01-15 22:24:35","3","False"
"93567","35729","Autobiographer","2015-01-15 22:42:29","3","False"
"93568","11338","Scholar","2015-01-15 22:42:29","3","False"
"93569","11338","Supporter","2015-01-15 22:42:29","3","False"
"93570","61320","Supporter","2015-01-15 22:42:29","3","False"
"93571","61031","Citizen Patrol","2015-01-15 22:47:06","3","False"
"93572","61139","Famous Question","2015-01-15 22:52:34","1","False"
"93573","58111","Promoter","2015-01-15 23:22:26","3","False"
"93574","21826","Supporter","2015-01-15 23:22:26","3","False"
"93575","31341","Caucus","2015-01-15 23:32:22","3","False"
"93576","61321","Informed","2015-01-15 23:39:07","3","False"
"93577","59905","Student","2015-01-15 23:42:24","3","False"
"93578","50979","Teacher","2015-01-15 23:47:16","3","False"
"93579","28547","Caucus","2015-01-15 23:57:16","3","False"
"93580","50979","Organizer","2015-01-16 00:12:08","3","False"
"93581","34088","Scholar","2015-01-16 00:41:29","3","False"
"93582","61325","Supporter","2015-01-16 00:46:29","3","False"
"93583","61327","Autobiographer","2015-01-16 01:38:43","3","False"
"93584","61327","Supporter","2015-01-16 01:38:43","3","False"
"93585","10926","Yearling","2015-01-16 02:16:07","2","False"
"93586","61241","Supporter","2015-01-16 02:30:53","3","False"
"93587","40682","Yearling","2015-01-16 02:40:57","2","False"
"93588","1103","Caucus","2015-01-16 02:47:32","3","False"
"93589","4100","Excavator","2015-01-16 03:44:58","3","False"
"93590","5113","Popular Question","2015-01-16 04:08:22","3","False"
"93591","41693","Supporter","2015-01-16 04:56:29","3","False"
"93592","59159","Autobiographer","2015-01-16 05:06:16","3","False"
"93593","61303","Teacher","2015-01-16 05:06:16","3","False"
"93594","16944","Caucus","2015-01-16 05:16:24","3","False"
"93595","61333","Supporter","2015-01-16 05:21:23","3","False"
"93596","61336","Autobiographer","2015-01-16 06:24:43","3","False"
"93597","3593","Popular Question","2015-01-16 06:34:39","3","False"
"93598","22078","Great Answer","2015-01-16 06:58:57","1","False"
"93599","61339","Autobiographer","2015-01-16 07:08:57","3","False"
"93600","24775","Yearling","2015-01-16 07:31:58","2","False"
"93602","61341","Autobiographer","2015-01-16 07:58:37","3","False"
"93603","57752","Supporter","2015-01-16 08:23:31","3","False"
"93604","61344","Autobiographer","2015-01-16 08:43:47","3","False"
"93605","40058","Caucus","2015-01-16 08:43:47","3","False"
"93606","61339","Teacher","2015-01-16 08:43:47","3","False"
"93607","61020","Student","2015-01-16 09:07:41","3","False"
"93608","61345","Autobiographer","2015-01-16 09:22:37","3","False"
"93609","61020","Informed","2015-01-16 09:26:37","3","False"
"93610","61290","Scholar","2015-01-16 09:37:35","3","False"
"93611","61347","Autobiographer","2015-01-16 09:42:33","3","False"
"93612","28158","Caucus","2015-01-16 09:42:33","3","False"
"93613","61346","Student","2015-01-16 09:42:33","3","False"
"93614","19396","Caucus","2015-01-16 10:14:00","3","False"
"93615","61290","Informed","2015-01-16 10:31:19","3","False"
"93616","41668","Editor","2015-01-16 10:43:54","3","False"
"93617","13499","Famous Question","2015-01-16 11:21:22","1","False"
"93618","14279","Caucus","2015-01-16 11:50:53","3","False"
"93619","47162","Student","2015-01-16 11:50:53","3","False"
"93620","57766","Student","2015-01-16 11:50:53","3","False"
"93621","61353","Supporter","2015-01-16 11:50:53","3","False"
"93622","48981","Teacher","2015-01-16 11:50:53","3","False"
"93623","61355","Autobiographer","2015-01-16 12:00:40","3","False"
"93624","61355","Supporter","2015-01-16 12:00:40","3","False"
"93625","61135","Informed","2015-01-16 12:06:41","3","False"
"93626","61356","Autobiographer","2015-01-16 12:10:37","3","False"
"93627","61357","Supporter","2015-01-16 12:36:25","3","False"
"93628","44428","Caucus","2015-01-16 12:41:25","3","False"
"93629","20654","Supporter","2015-01-16 12:53:37","3","False"
"93630","61359","Autobiographer","2015-01-16 13:03:24","3","False"
"93631","31427","Commentator","2015-01-16 13:31:09","3","False"
"93632","53362","Supporter","2015-01-16 13:31:09","3","False"
"93633","61135","Student","2015-01-16 14:41:26","3","False"
"93634","61363","Autobiographer","2015-01-16 14:46:19","3","False"
"93635","52755","Autobiographer","2015-01-16 14:46:19","3","False"
"93636","61363","Supporter","2015-01-16 14:46:19","3","False"
"93637","16430","Caucus","2015-01-16 15:04:08","3","False"
"93638","54274","Supporter","2015-01-16 15:24:03","3","False"
"93639","11745","Caucus","2015-01-16 15:47:40","3","False"
"93640","8423","Editor","2015-01-16 15:57:34","3","False"
"93641","23497","Notable Question","2015-01-16 15:57:34","2","False"
"93642","61368","Autobiographer","2015-01-16 16:14:16","3","False"
"93643","61368","Supporter","2015-01-16 16:14:16","3","False"
"93644","61290","Supporter","2015-01-16 16:49:32","3","False"
"93645","8423","Caucus","2015-01-16 16:54:31","3","False"
"93646","54959","Supporter","2015-01-16 17:04:32","3","False"
"93647","61370","Autobiographer","2015-01-16 17:10:13","3","False"
"93648","61369","Autobiographer","2015-01-16 17:10:13","3","False"
"93649","61289","Teacher","2015-01-16 17:25:13","3","False"
"93650","16924","Good Answer","2015-01-16 18:03:55","2","False"
"93651","23497","Good Question","2015-01-16 18:03:55","2","False"
"93652","61372","Autobiographer","2015-01-16 18:18:56","3","False"
"93653","61373","Autobiographer","2015-01-16 18:28:57","3","False"
"93654","61373","Supporter","2015-01-16 18:28:57","3","False"
"93655","61343","Editor","2015-01-16 18:56:17","3","False"
"93656","59650","Supporter","2015-01-16 19:01:04","3","False"
"93657","61375","Autobiographer","2015-01-16 19:05:58","3","False"
"93658","32301","Caucus","2015-01-16 19:15:58","3","False"
"93659","21341","Caucus","2015-01-16 19:33:25","3","False"
"93660","4595","Caucus","2015-01-16 19:38:22","3","False"
"93661","48874","Nice Answer","2015-01-16 19:43:26","3","False"
"93662","35356","Nice Answer","2015-01-16 19:48:23","3","False"
"93664","15474","Student","2015-01-16 20:25:03","3","False"
"93665","61238","Supporter","2015-01-16 20:44:45","3","False"
"93666","55024","Tumbleweed","2015-01-16 20:44:45","3","False"
"93667","14843","Student","2015-01-16 20:54:37","3","False"
"93668","61343","Student","2015-01-16 20:54:37","3","False"
"93669","18965","Popular Question","2015-01-16 21:17:05","3","False"
"93670","30895","Good Answer","2015-01-16 21:41:59","2","False"
"93671","33791","Popular Question","2015-01-16 21:41:59","3","False"
"93672","44756","Student","2015-01-16 21:51:13","3","False"
"93673","30559","Critic","2015-01-16 22:11:00","3","False"
"93674","40856","Yearling","2015-01-16 22:11:00","2","False"
"93675","44541","Guru","2015-01-16 22:49:20","2","False"
"93676","61139","Scholar","2015-01-16 22:49:20","3","False"
"93677","61378","Student","2015-01-16 23:03:38","3","False"
"93678","35334","Editor","2015-01-16 23:35:11","3","False"
"93679","23268","Good Question","2015-01-17 00:17:59","2","False"
"93681","61383","Informed","2015-01-17 00:30:12","3","False"
"93682","3865","Inquisitive","2015-01-17 01:20:49","2","False"
"93683","28352","Teacher","2015-01-17 01:35:58","3","False"
"93684","45042","Editor","2015-01-17 01:48:39","3","False"
"93685","43343","Editor","2015-01-17 03:35:52","3","False"
"93686","43343","Custodian","2015-01-17 03:35:52","3","False"
"93687","61384","Autobiographer","2015-01-17 03:45:43","3","False"
"93688","43343","Student","2015-01-17 04:22:17","3","False"
"93689","61385","Autobiographer","2015-01-17 05:42:47","3","False"
"93690","61386","Autobiographer","2015-01-17 05:59:14","3","False"
"93691","61386","Supporter","2015-01-17 05:59:14","3","False"
"93692","46760","Enthusiast","2015-01-17 06:33:27","2","False"
"93693","61390","Autobiographer","2015-01-17 07:44:39","3","False"
"93694","61383","Teacher","2015-01-17 09:04:52","3","False"
"93695","40932","Yearling","2015-01-17 10:48:17","2","False"
"93696","24837","Yearling","2015-01-17 11:03:25","2","False"
"93697","58109","Student","2015-01-17 11:50:18","3","False"
"93698","61393","Autobiographer","2015-01-17 12:29:28","3","False"
"93699","38047","Supporter","2015-01-17 13:11:07","3","False"
"93700","40975","Yearling","2015-01-17 14:06:45","2","False"
"93701","61396","Autobiographer","2015-01-17 14:51:46","3","False"
"93702","61384","Supporter","2015-01-17 14:56:51","3","False"
"93703","10971","Yearling","2015-01-17 14:56:51","2","False"
"93704","24843","Yearling","2015-01-17 15:11:08","2","False"
"93705","39235","Teacher","2015-01-17 15:47:32","3","False"
"93706","41001","Yearling","2015-01-17 15:47:32","2","False"
"93707","35560","Autobiographer","2015-01-17 16:24:50","3","False"
"93708","8248","Critic","2015-01-17 16:29:50","3","False"
"93709","61399","Informed","2015-01-17 16:41:46","3","False"
"93710","61400","Autobiographer","2015-01-17 16:44:49","3","False"
"93711","40110","Proofreader","2015-01-17 16:44:49","3","False"
"93712","61400","Supporter","2015-01-17 16:44:49","3","False"
"93713","24852","Yearling","2015-01-17 17:02:48","2","False"
"93714","46431","Caucus","2015-01-17 17:17:46","3","False"
"93715","61401","Supporter","2015-01-17 17:17:46","3","False"
"93716","15785","Autobiographer","2015-01-17 19:02:47","3","False"
"93717","44464","Autobiographer","2015-01-17 19:07:47","3","False"
"93718","61405","Autobiographer","2015-01-17 19:52:02","3","False"
"93719","61405","Supporter","2015-01-17 19:52:02","3","False"
"93720","61407","Autobiographer","2015-01-17 20:35:48","3","False"
"93721","10002","Famous Question","2015-01-17 21:06:44","1","False"
"93722","61403","Student","2015-01-17 22:02:57","3","False"
"93723","61409","Supporter","2015-01-17 22:02:57","3","False"
"93724","41053","Yearling","2015-01-17 22:12:44","2","False"
"93725","61412","Autobiographer","2015-01-17 23:39:43","3","False"
"93726","21540","Caucus","2015-01-17 23:39:43","3","False"
"93727","61413","Supporter","2015-01-18 00:26:15","3","False"
"93728","45390","Caucus","2015-01-18 01:02:54","3","False"
"93729","61415","Informed","2015-01-18 01:23:45","3","False"
"93730","61414","Autobiographer","2015-01-18 01:29:24","3","False"
"93731","56423","Student","2015-01-18 01:29:24","3","False"
"93732","61414","Supporter","2015-01-18 01:29:24","3","False"
"93733","61416","Autobiographer","2015-01-18 01:49:24","3","False"
"93734","61273","Informed","2015-01-18 01:51:02","3","False"
"93735","61418","Supporter","2015-01-18 03:52:54","3","False"
"93736","61420","Supporter","2015-01-18 04:24:22","3","False"
"93737","61417","Teacher","2015-01-18 04:24:22","3","False"
"93738","61417","Supporter","2015-01-18 04:45:53","3","False"
"93739","17013","Nice Answer","2015-01-18 04:50:55","3","False"
"93740","61191","Nice Answer","2015-01-18 04:50:55","3","False"
"93741","17013","Yearling","2015-01-18 04:55:58","2","False"
"93742","61419","Teacher","2015-01-18 05:22:24","3","False"
"93743","249","Caucus","2015-01-18 05:47:23","3","False"
"93744","61419","Editor","2015-01-18 06:05:42","3","False"
"93745","20713","Yearling","2015-01-18 06:42:07","2","False"
"93746","61419","Revival","2015-01-18 06:52:02","3","False"
"93747","41069","Yearling","2015-01-18 08:24:35","2","False"
"93748","24879","Yearling","2015-01-18 10:09:51","2","False"
"93749","58021","Editor","2015-01-18 11:42:02","3","False"
"93750","58021","Organizer","2015-01-18 11:42:02","3","False"
"93751","22757","Supporter","2015-01-18 13:36:15","3","False"
"93752","51360","Supporter","2015-01-18 15:39:55","3","False"
"93753","61427","Autobiographer","2015-01-18 15:44:51","3","False"
"93754","61034","Populist","2015-01-18 15:59:57","1","False"
"93755","61428","Autobiographer","2015-01-18 16:29:59","3","False"
"93756","61429","Editor","2015-01-18 17:19:09","3","False"
"93757","34451","Student","2015-01-18 17:39:18","3","False"
"93758","17777","Yearling","2015-01-18 19:28:27","2","False"
"93759","25254","Popular Question","2015-01-18 20:35:15","3","False"
"93760","24929","Yearling","2015-01-18 21:08:59","2","False"
"93761","61435","Autobiographer","2015-01-18 23:03:13","3","False"
"93762","27659","Popular Question","2015-01-18 23:13:10","3","False"
"93763","61395","Editor","2015-01-19 00:03:45","3","False"
"93764","61436","Editor","2015-01-19 00:08:45","3","False"
"93765","28221","Autobiographer","2015-01-19 00:13:48","3","False"
"93766","42460","Nice Answer","2015-01-19 00:43:59","3","False"
"93767","45594","Supporter","2015-01-19 00:43:59","3","False"
"93768","58011","Supporter","2015-01-19 01:14:46","3","False"
"93769","61439","Autobiographer","2015-01-19 01:49:20","3","False"
"93770","21954","Notable Question","2015-01-19 01:59:09","2","False"
"93772","51372","Good Answer","2015-01-19 02:09:08","2","False"
"93773","57217","Supporter","2015-01-19 02:33:27","3","False"
"93774","2232","Yearling","2015-01-19 02:38:35","2","False"
"93775","61444","Autobiographer","2015-01-19 04:27:36","3","False"
"93776","51789","Teacher","2015-01-19 05:32:59","3","False"
"93777","41126","Yearling","2015-01-19 06:24:53","2","False"
"93778","61451","Autobiographer","2015-01-19 06:49:15","3","False"
"93779","61452","Autobiographer","2015-01-19 07:17:06","3","False"
"93780","61453","Supporter","2015-01-19 07:22:09","3","False"
"93781","42954","Student","2015-01-19 07:27:11","3","False"
"93782","30867","Teacher","2015-01-19 07:27:11","3","False"
"93783","25240","Student","2015-01-19 07:32:15","3","False"
"93784","11332","Yearling","2015-01-19 07:32:15","2","False"
"93785","44541","Custodian","2015-01-19 07:59:54","3","False"
"93786","61452","Student","2015-01-19 08:04:53","3","False"
"93787","61346","Supporter","2015-01-19 08:35:02","3","False"
"93788","3307","Yearling","2015-01-19 08:40:03","2","False"
"93789","61346","Editor","2015-01-19 08:53:56","3","False"
"93790","376","Explainer","2015-01-19 08:59:01","3","False"
"93791","61339","Supporter","2015-01-19 09:08:59","3","False"
"93792","61339","Informed","2015-01-19 09:11:15","3","False"
"93793","3865","Nice Answer","2015-01-19 09:25:12","3","False"
"93794","7242","Investor","2015-01-19 09:25:12","3","False"
"93795","24995","Popular Question","2015-01-19 09:25:12","3","False"
"93796","14718","Caucus","2015-01-19 09:35:13","3","False"
"93797","15140","Guru","2015-01-19 10:04:39","2","False"
"93798","61457","Informed","2015-01-19 10:33:07","3","False"
"93799","61457","Autobiographer","2015-01-19 10:36:08","3","False"
"93800","3865","Enlightened","2015-01-19 10:46:04","2","False"
"93801","61456","Autobiographer","2015-01-19 11:07:41","3","False"
"93803","61135","Scholar","2015-01-19 11:49:20","3","False"
"93804","58111","Famous Question","2015-01-19 11:54:20","1","False"
"93805","61459","Student","2015-01-19 12:09:22","3","False"
"93806","40110","Reviewer","2015-01-19 12:20:14","2","False"
"93807","50513","Supporter","2015-01-19 13:58:01","3","False"
"93808","9616","Scholar","2015-01-19 14:48:38","3","False"
"93809","34451","Scholar","2015-01-19 15:16:37","3","False"
"93810","61467","Autobiographer","2015-01-19 15:36:28","3","False"
"93811","61467","Supporter","2015-01-19 15:36:28","3","False"
"93812","61470","Autobiographer","2015-01-19 16:08:37","3","False"
"93813","61468","Student","2015-01-19 16:13:43","3","False"
"93814","52752","Caucus","2015-01-19 16:24:46","3","False"
"93815","44756","Supporter","2015-01-19 16:24:46","3","False"
"93816","61471","Editor","2015-01-19 16:29:42","3","False"
"93818","61476","Autobiographer","2015-01-19 17:31:30","3","False"
"93819","17527","Popular Question","2015-01-19 17:31:30","3","False"
"93820","61476","Supporter","2015-01-19 17:36:31","3","False"
"93821","27627","Caucus","2015-01-19 17:46:30","3","False"
"93822","28690","Yearling","2015-01-19 17:46:30","2","False"
"93823","16748","Caucus","2015-01-19 18:06:08","3","False"
"93824","32425","Supporter","2015-01-19 18:06:08","3","False"
"93825","54489","Teacher","2015-01-19 18:21:00","3","False"
"93826","20887","Caucus","2015-01-19 18:25:58","3","False"
"93827","61477","Informed","2015-01-19 18:27:50","3","False"
"93828","61477","Autobiographer","2015-01-19 18:31:01","3","False"
"93829","61479","Autobiographer","2015-01-19 19:22:34","3","False"
"93830","61481","Autobiographer","2015-01-19 19:27:32","3","False"
"93831","3720","Popular Question","2015-01-19 19:32:37","3","False"
"93832","4740","Notable Question","2015-01-19 19:52:01","2","False"
"93833","14515","Caucus","2015-01-19 20:01:45","3","False"
"93834","16918","Caucus","2015-01-19 20:01:45","3","False"
"93835","34451","Caucus","2015-01-19 20:01:45","3","False"
"93836","4153","Yearling","2015-01-19 20:01:45","2","False"
"93837","14173","Caucus","2015-01-19 20:06:47","3","False"
"93838","53431","Caucus","2015-01-19 20:06:47","3","False"
"93839","42637","Caucus","2015-01-19 20:06:47","3","False"
"93840","52238","Caucus","2015-01-19 20:06:47","3","False"
"93841","20648","Caucus","2015-01-19 20:06:47","3","False"
"93842","3591","Caucus","2015-01-19 20:11:43","3","False"
"93843","61031","Caucus","2015-01-19 20:11:43","3","False"
"93844","14584","Caucus","2015-01-19 20:11:43","3","False"
"93845","17039","Caucus","2015-01-19 20:11:43","3","False"
"93846","19209","Caucus","2015-01-19 20:11:43","3","False"
"93847","7309","Caucus","2015-01-19 20:11:43","3","False"
"93848","41024","Caucus","2015-01-19 20:11:43","3","False"
"93850","3612","Caucus","2015-01-19 20:11:43","3","False"
"93851","14594","Caucus","2015-01-19 20:11:43","3","False"
"93852","36939","Caucus","2015-01-19 20:11:43","3","False"
"93853","61481","Editor","2015-01-19 20:11:43","3","False"
"93854","38942","Caucus","2015-01-19 20:16:43","3","False"
"93855","15833","Caucus","2015-01-19 20:16:43","3","False"
"93856","22801","Caucus","2015-01-19 20:16:43","3","False"
"93857","2252","Caucus","2015-01-19 20:16:43","3","False"
"93858","52560","Caucus","2015-01-19 20:16:43","3","False"
"93859","3619","Caucus","2015-01-19 20:16:43","3","False"
"93860","8232","Caucus","2015-01-19 20:16:43","3","False"
"93861","9420","Caucus","2015-01-19 20:24:43","3","False"
"93862","58009","Caucus","2015-01-19 20:24:43","3","False"
"93863","7549","Caucus","2015-01-19 20:24:43","3","False"
"93864","10707","Caucus","2015-01-19 20:24:43","3","False"
"93865","36781","Caucus","2015-01-19 20:24:43","3","False"
"93866","14842","Caucus","2015-01-19 20:24:43","3","False"
"93867","48987","Caucus","2015-01-19 20:24:43","3","False"
"93868","16338","Caucus","2015-01-19 20:24:43","3","False"
"93869","9602","Caucus","2015-01-19 20:24:43","3","False"
"93870","274","Caucus","2015-01-19 20:24:43","3","False"
"93871","10143","Caucus","2015-01-19 20:24:43","3","False"
"93872","33800","Caucus","2015-01-19 20:24:43","3","False"
"93873","19242","Caucus","2015-01-19 20:29:47","3","False"
"93874","27355","Caucus","2015-01-19 20:29:47","3","False"
"93875","9155","Caucus","2015-01-19 20:29:47","3","False"
"93876","61139","Great Question","2015-01-19 20:34:42","1","False"
"93877","9104","Caucus","2015-01-19 20:34:42","3","False"
"93878","9175","Caucus","2015-01-19 20:34:42","3","False"
"93879","36642","Caucus","2015-01-19 20:34:42","3","False"
"93880","15140","Informed","2015-01-19 20:36:07","3","False"
"93881","44742","Caucus","2015-01-19 20:39:44","3","False"
"93882","7456","Caucus","2015-01-19 20:39:44","3","False"
"93883","9056","Caucus","2015-01-19 20:39:44","3","False"
"93884","22193","Caucus","2015-01-19 20:39:44","3","False"
"93885","10639","Caucus","2015-01-19 20:39:44","3","False"
"93886","164","Caucus","2015-01-19 20:39:44","3","False"
"93887","44541","Great Answer","2015-01-19 20:44:44","1","False"
"93888","4557","Caucus","2015-01-19 20:44:44","3","False"
"93889","9467","Caucus","2015-01-19 20:44:44","3","False"
"93890","18864","Caucus","2015-01-19 20:44:44","3","False"
"93891","54660","Caucus","2015-01-19 20:44:44","3","False"
"93892","61482","Student","2015-01-19 20:44:44","3","False"
"93893","3066","Caucus","2015-01-19 20:49:44","3","False"
"93894","52363","Caucus","2015-01-19 20:49:44","3","False"
"93895","57977","Caucus","2015-01-19 20:49:44","3","False"
"93896","2664","Caucus","2015-01-19 20:49:44","3","False"
"93897","48972","Caucus","2015-01-19 20:49:44","3","False"
"93898","33938","Caucus","2015-01-19 20:49:44","3","False"
"93899","4551","Caucus","2015-01-19 20:49:44","3","False"
"93900","10152","Caucus","2015-01-19 20:49:44","3","False"
"93901","61483","Autobiographer","2015-01-19 20:58:58","3","False"
"93902","10417","Caucus","2015-01-19 20:58:58","3","False"
"93903","58021","Caucus","2015-01-19 20:58:58","3","False"
"93904","52933","Caucus","2015-01-19 20:58:58","3","False"
"93905","371","Caucus","2015-01-19 20:58:58","3","False"
"93906","19063","Caucus","2015-01-19 20:58:58","3","False"
"93907","3046","Caucus","2015-01-19 20:58:58","3","False"
"93908","23218","Caucus","2015-01-19 20:58:58","3","False"
"93909","21080","Caucus","2015-01-19 21:03:53","3","False"
"93910","20713","Caucus","2015-01-19 21:03:53","3","False"
"93911","32206","Caucus","2015-01-19 21:03:53","3","False"
"93912","15413","Caucus","2015-01-19 21:03:53","3","False"
"93913","20907","Caucus","2015-01-19 21:14:01","3","False"
"93914","61446","Student","2015-01-19 21:14:01","3","False"
"93915","7956","Caucus","2015-01-19 21:19:03","3","False"
"93916","7389","Caucus","2015-01-19 21:19:03","3","False"
"93917","22533","Caucus","2015-01-19 21:23:59","3","False"
"93918","28681","Caucus","2015-01-19 21:23:59","3","False"
"93919","7987","Popular Question","2015-01-19 21:23:59","3","False"
