Id,ReviewTaskTypeId,CreationDate,DeletionDate,ReviewTaskStateId,PostId,SuggestedEditId,CompletedByReviewTaskId
"96","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","2785","","181"
"97","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","12992","","103"
"99","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","10966","","98"
"100","3","2012-08-14 00:00:00","2012-08-20 00:00:00","2","4375","","1874"
"101","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","21496","","158"
"102","3","2012-08-14 00:00:00","2012-08-15 00:00:00","2","2140","","346"
"103","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","19256","","266"
"104","3","2012-08-14 00:00:00","2012-08-16 00:00:00","2","6913","","376"
"107","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","8662","","155"
"108","3","2012-08-14 00:00:00","2012-08-16 00:00:00","2","22620","","364"
"109","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","4187","","279"
"110","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","5826","","184"
"115","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","21400","","182"
"116","3","2012-08-14 00:00:00","2012-08-15 00:00:00","2","2440","","345"
"118","3","2012-08-14 00:00:00","2012-08-16 00:00:00","2","2118","","380"
"119","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","13946","","264"
"121","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","13059","","260"
"122","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","11466","","169"
"124","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","8855","","249"
"126","3","2012-08-14 00:00:00","2012-08-16 00:00:00","2","12816","","369"
"127","3","2012-08-14 00:00:00","2012-08-15 00:00:00","2","4726","","339"
"129","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","4329","","70"
"131","3","2012-08-14 00:00:00","2012-08-16 00:00:00","2","2123","","368"
"132","3","2012-08-14 00:00:00","2012-08-16 00:00:00","2","19249","","371"
"133","3","2012-08-14 00:00:00","2012-08-15 00:00:00","2","6893","","333"
"134","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","1148","","49"
"136","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","6347","","146"
"137","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","14601","","176"
"138","3","2012-08-14 00:00:00","2012-08-16 00:00:00","2","881","","372"
"140","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","2556","","240"
"141","3","2012-08-14 00:00:00","2012-08-20 00:00:00","2","11686","","1878"
"142","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","5929","","253"
"143","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","20995","","160"
"144","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","7981","","273"
"145","3","2012-08-14 00:00:00","2012-08-16 00:00:00","2","13952","","373"
"147","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","3120","","298"
"148","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","14245","","265"
"149","3","2012-08-14 00:00:00","2012-08-15 00:00:00","2","8214","","344"
"150","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","7393","","183"
"152","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","17711","","173"
"156","3","2012-08-14 00:00:00","2012-08-15 00:00:00","2","9088","","331"
"157","3","2012-08-14 00:00:00","2012-08-16 00:00:00","2","4582","","374"
"161","3","2012-08-14 00:00:00","2012-08-16 00:00:00","2","10588","","379"
"162","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","2119","","113"
"163","3","2012-08-14 00:00:00","2012-10-02 00:00:00","2","19115","","2438"
"165","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","13086","","85"
"166","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","11432","","100"
"170","3","2012-08-14 00:00:00","2012-08-16 00:00:00","2","20813","","375"
"171","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","12808","","116"
"172","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","4657","","277"
"173","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","5186","","297"
"176","3","2012-08-14 00:00:00","2012-08-14 00:00:00","2","2122","","295"
"177","3","2012-08-14 00:00:00","2012-08-30 00:00:00","2","19137","","1918"
"181","2","2012-08-14 00:00:00","2012-08-15 00:00:00","2","23733","","319"
"182","2","2012-08-14 00:00:00","2012-11-05 00:00:00","2","21423","","3205"
"183","2","2012-08-14 00:00:00","2012-08-20 00:00:00","2","5370","","1860"
"184","2","2012-08-14 00:00:00","2012-08-16 00:00:00","2","19379","","393"
"185","2","2012-08-14 00:00:00","2012-08-20 00:00:00","3","23707","",""
"186","2","2012-08-14 00:00:00","2012-11-25 00:00:00","2","20441","","3603"
"187","2","2012-08-14 00:00:00","2012-11-05 00:00:00","2","23836","","3204"
"188","2","2012-08-14 00:00:00","2012-08-25 00:00:00","3","23427","",""
"189","2","2012-08-14 00:00:00","2012-08-14 00:00:00","2","22800","","311"
"190","2","2012-08-14 00:00:00","2012-08-14 00:00:00","2","7151","","192"
"191","2","2012-08-14 00:00:00","2012-08-14 00:00:00","2","23896","","196"
"192","2","2012-08-14 00:00:00","2012-08-22 00:00:00","3","19431","",""
"194","2","2012-08-14 00:00:00","2012-08-16 00:00:00","2","4784","","390"
"195","2","2012-08-14 00:00:00","2012-08-20 00:00:00","2","22417","","1859"
"196","2","2012-08-14 00:00:00","2012-08-15 00:00:00","2","10506","","327"
"197","2","2012-08-14 00:00:00","2012-08-24 00:00:00","3","24406","",""
"198","2","2012-08-14 00:00:00","2012-08-16 00:00:00","2","24561","","403"
"199","2","2012-08-14 00:00:00","2012-08-21 00:00:00","3","23782","",""
"200","2","2012-08-14 00:00:00","2012-08-16 00:00:00","2","24469","","395"
"201","2","2012-08-14 00:00:00","2012-08-14 00:00:00","2","16832","","274"
"202","2","2012-08-14 00:00:00","2012-08-16 00:00:00","2","5357","","394"
"203","2","2012-08-14 00:00:00","2012-08-20 00:00:00","2","20686","","1862"
"204","2","2012-08-14 00:00:00","2012-08-20 00:00:00","2","9402","","1863"
"205","2","2012-08-14 00:00:00","2012-11-24 00:00:00","3","20600","",""
"206","2","2012-08-14 00:00:00","2012-08-21 00:00:00","3","19959","",""
"207","2","2012-08-14 00:00:00","2012-08-14 00:00:00","2","21107","","306"
"208","2","2012-08-14 00:00:00","2012-08-15 00:00:00","2","12657","","325"
"209","2","2012-08-14 00:00:00","2012-08-14 00:00:00","2","23943","","307"
"210","2","2012-08-14 00:00:00","2012-08-21 00:00:00","3","24405","",""
"211","2","2012-08-14 00:00:00","2012-08-15 00:00:00","3","24577","",""
"212","2","2012-08-14 00:00:00","2012-08-16 00:00:00","2","11223","","391"
"215","2","2012-08-14 00:00:00","2012-08-16 00:00:00","2","17083","","362"
"216","2","2012-08-14 00:00:00","2012-08-24 00:00:00","3","20993","",""
"217","1","2012-08-14 00:00:00","2012-08-14 00:00:00","2","24642","1448","172"
"218","2","2012-08-14 00:00:00","2012-08-14 00:00:00","3","11679","",""
"219","1","2012-08-14 00:00:00","2012-08-14 00:00:00","2","24642","1449","191"
"220","1","2012-08-14 00:00:00","2012-08-14 00:00:00","2","281","1450","204"
"222","2","2012-08-14 00:00:00","2012-08-14 00:00:00","3","24648","",""
"223","1","2012-08-14 00:00:00","2012-08-14 00:00:00","2","24642","1451","290"
"226","1","2012-08-14 00:00:00","2012-08-15 00:00:00","2","24528","1452","315"
"227","1","2012-08-14 00:00:00","2012-08-15 00:00:00","2","23304","1453","317"
"228","1","2012-08-14 00:00:00","2012-08-15 00:00:00","2","23305","1454","316"
"229","1","2012-08-14 00:00:00","2012-08-14 00:00:00","2","7670","1455","314"
"230","1","2012-08-14 00:00:00","2012-08-14 00:00:00","2","7671","1456","313"
"231","2","2012-08-15 00:00:00","2012-08-15 00:00:00","2","8382","","326"
"233","2","2012-08-15 00:00:00","2012-08-16 00:00:00","2","24691","","358"
"234","1","2012-08-15 00:00:00","2012-08-15 00:00:00","2","24616","1457","357"
"235","1","2012-08-15 00:00:00","2012-08-15 00:00:00","2","24697","1458","355"
"236","1","2012-08-16 00:00:00","2012-08-16 00:00:00","2","24707","1459","387"
"237","2","2012-08-16 00:00:00","2012-08-16 00:00:00","3","24709","",""
"239","2","2012-08-16 00:00:00","2012-08-24 00:00:00","3","24612","",""
"241","2","2012-08-17 00:00:00","2012-08-20 00:00:00","2","24753","","1864"
"242","2","2012-08-17 00:00:00","2012-08-17 00:00:00","3","24757","",""
"243","1","2012-08-17 00:00:00","2012-08-17 00:00:00","2","24672","1460","404"
"245","1","2012-08-17 00:00:00","2012-08-17 00:00:00","2","24764","1461","405"
"246","2","2012-08-17 00:00:00","2012-08-17 00:00:00","3","24764","",""
"247","1","2011-01-28 00:00:00","2011-01-28 00:00:00","2","3257","1","406"
"248","1","2011-01-28 00:00:00","2011-01-28 00:00:00","2","3240","2","407"
"249","1","2011-01-30 00:00:00","2011-01-30 00:00:00","2","3227","3","408"
"250","1","2011-02-01 00:00:00","2011-02-01 00:00:00","2","3292","4","409"
"251","1","2011-02-02 00:00:00","2011-02-02 00:00:00","2","479","5","410"
"252","1","2011-02-03 00:00:00","2011-02-03 00:00:00","2","638","6","411"
"253","1","2011-02-04 00:00:00","2011-02-04 00:00:00","2","118","7","412"
"254","1","2011-02-05 00:00:00","2011-02-05 00:00:00","2","3380","8","413"
"255","1","2011-02-07 00:00:00","2011-02-07 00:00:00","2","3350","9","414"
"256","1","2011-02-07 00:00:00","2011-02-07 00:00:00","2","3142","10","415"
"257","1","2011-02-08 00:00:00","2011-02-09 00:00:00","2","63","11","416"
"258","1","2011-02-10 00:00:00","2011-02-10 00:00:00","2","3454","12","417"
"259","1","2011-02-11 00:00:00","2011-02-11 00:00:00","2","3463","13","418"
"260","1","2011-02-13 00:00:00","2011-02-13 00:00:00","2","3445","14","419"
"261","1","2011-02-15 00:00:00","2011-02-15 00:00:00","2","3543","15","420"
"262","1","2011-02-15 00:00:00","2011-02-15 00:00:00","2","3543","16","421"
"264","1","2011-02-16 00:00:00","2011-02-16 00:00:00","2","3543","18","423"
"265","1","2011-02-16 00:00:00","2011-02-16 00:00:00","2","3571","19","424"
"266","1","2011-02-16 00:00:00","2011-02-16 00:00:00","2","3572","20","425"
"267","1","2011-02-16 00:00:00","2011-02-16 00:00:00","2","3573","21","426"
"268","1","2011-02-16 00:00:00","2011-02-16 00:00:00","2","3574","22","427"
"269","1","2011-02-16 00:00:00","2011-02-16 00:00:00","2","3577","23","428"
"270","1","2011-02-16 00:00:00","2011-02-16 00:00:00","2","3578","24","429"
"271","1","2011-02-19 00:00:00","2011-02-19 00:00:00","2","3542","25","430"
"272","1","2011-02-19 00:00:00","2011-02-19 00:00:00","2","3525","26","431"
"273","1","2011-02-20 00:00:00","2011-02-20 00:00:00","2","3646","27","432"
"274","1","2011-02-23 00:00:00","2011-02-23 00:00:00","2","122","28","433"
"275","1","2011-02-26 00:00:00","2011-02-26 00:00:00","2","3782","29","434"
"276","1","2011-02-28 00:00:00","2011-02-28 00:00:00","2","3815","30","435"
"277","1","2011-03-02 00:00:00","2011-03-02 00:00:00","2","3842","31","436"
"278","1","2011-03-05 00:00:00","2011-03-05 00:00:00","2","3519","32","437"
"279","1","2011-03-07 00:00:00","2011-03-07 00:00:00","2","3008","33","438"
"281","1","2011-03-11 00:00:00","2011-03-11 00:00:00","2","3984","35","440"
"282","1","2011-03-20 00:00:00","2011-03-20 00:00:00","2","4134","36","441"
"283","1","2011-03-22 00:00:00","2011-03-22 00:00:00","2","3909","37","442"
"284","1","2011-03-29 00:00:00","2011-03-29 00:00:00","2","4289","38","443"
"285","1","2011-04-01 00:00:00","2011-04-02 00:00:00","2","5736","39","444"
"286","1","2011-04-03 00:00:00","2011-04-03 00:00:00","2","3842","40","445"
"287","1","2011-04-04 00:00:00","2011-04-04 00:00:00","2","5742","41","446"
"288","1","2011-04-04 00:00:00","2011-04-04 00:00:00","2","5792","42","447"
"289","1","2011-04-04 00:00:00","2011-04-04 00:00:00","2","5793","43","448"
"290","1","2011-04-04 00:00:00","2011-04-04 00:00:00","2","5795","44","451"
"291","1","2011-04-04 00:00:00","2011-04-04 00:00:00","2","5796","45","452"
"292","1","2011-04-04 00:00:00","2011-04-04 00:00:00","2","5797","46","449"
"293","1","2011-04-04 00:00:00","2011-04-04 00:00:00","2","5798","47","450"
"294","1","2011-04-04 00:00:00","2011-04-04 00:00:00","2","5817","48","453"
"295","1","2011-04-04 00:00:00","2011-04-04 00:00:00","2","5818","49","454"
"296","1","2011-04-07 00:00:00","2011-04-07 00:00:00","2","5852","50","455"
"297","1","2011-04-14 00:00:00","2011-04-14 00:00:00","2","6037","51","456"
"298","1","2011-04-20 00:00:00","2011-04-20 00:00:00","2","6146","52","457"
"299","1","2011-04-22 00:00:00","2011-04-22 00:00:00","2","6213","53","458"
"300","1","2011-04-22 00:00:00","2011-04-22 00:00:00","2","6254","54","459"
"301","1","2011-04-22 00:00:00","2011-04-22 00:00:00","2","6210","55","460"
"302","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","6143","56","463"
"303","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","691","57","462"
"304","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","6197","58","464"
"305","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","6044","59","466"
"306","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","3905","60","461"
"307","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","3659","61","467"
"308","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","2914","62","468"
"309","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","852","63","465"
"310","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","6134","64","469"
"311","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","6263","65","471"
"312","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","6264","66","472"
"313","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","6265","67","473"
"314","1","2011-04-23 00:00:00","2011-04-23 00:00:00","2","6266","68","470"
"315","1","2011-04-24 00:00:00","2011-04-24 00:00:00","2","6278","69","474"
"316","1","2011-04-24 00:00:00","2011-04-24 00:00:00","2","6280","70","475"
"317","1","2011-04-24 00:00:00","2011-04-24 00:00:00","2","6281","71","476"
"318","1","2011-04-24 00:00:00","2011-04-24 00:00:00","2","6282","72","478"
"319","1","2011-04-24 00:00:00","2011-04-24 00:00:00","2","6283","73","477"
"320","1","2011-04-24 00:00:00","2011-04-24 00:00:00","2","6284","74","479"
"321","1","2011-04-24 00:00:00","2011-04-24 00:00:00","2","6285","75","480"
"322","1","2011-04-24 00:00:00","2011-04-24 00:00:00","2","6282","76","483"
"323","1","2011-04-24 00:00:00","2011-04-24 00:00:00","2","6284","77","481"
"324","1","2011-04-24 00:00:00","2011-04-24 00:00:00","2","6285","78","482"
"325","1","2011-04-24 00:00:00","2011-04-25 00:00:00","2","6295","79","484"
"326","1","2011-04-24 00:00:00","2011-04-25 00:00:00","2","6296","80","485"
"327","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6312","81","494"
"328","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6313","82","495"
"329","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6314","83","498"
"330","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6315","84","499"
"331","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6317","85","510"
"332","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6318","86","511"
"333","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6320","87","493"
"334","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6321","88","501"
"335","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6322","89","502"
"336","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6324","90","500"
"337","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6325","91","507"
"338","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6326","92","508"
"339","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6327","93","490"
"340","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6328","94","491"
"341","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6330","95","486"
"342","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6331","96","487"
"343","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6333","97","509"
"344","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6334","98","505"
"345","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6335","99","506"
"346","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6336","100","503"
"347","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6337","101","504"
"348","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6339","102","488"
"349","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6341","103","489"
"350","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6331","104","492"
"351","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6342","105","496"
"352","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6343","106","497"
"353","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6349","107","512"
"354","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6354","108","517"
"355","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6355","109","518"
"356","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6356","110","523"
"357","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6357","111","524"
"358","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6358","112","521"
"359","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6359","113","522"
"360","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6360","114","519"
"361","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6361","115","520"
"362","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6362","116","513"
"363","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6363","117","514"
"364","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6364","118","515"
"365","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6365","119","516"
"366","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6366","120","525"
"367","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6367","121","526"
"368","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6370","122","531"
"369","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6371","123","532"
"370","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6372","124","529"
"371","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6373","125","530"
"372","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6374","126","527"
"373","1","2011-04-25 00:00:00","2011-04-25 00:00:00","2","6375","127","528"
"374","1","2011-04-25 00:00:00","2011-04-26 00:00:00","2","6376","128","538"
"375","1","2011-04-25 00:00:00","2011-04-26 00:00:00","2","6377","129","539"
"376","1","2011-04-25 00:00:00","2011-04-26 00:00:00","2","6378","130","536"
"377","1","2011-04-25 00:00:00","2011-04-26 00:00:00","2","6379","131","537"
"378","1","2011-04-25 00:00:00","2011-04-26 00:00:00","2","6244","132","533"
"379","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6231","133","534"
"380","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6398","134","535"
"381","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6407","135","546"
"382","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6408","136","547"
"383","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6409","137","542"
"384","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6410","138","543"
"385","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6412","139","548"
"386","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6413","140","549"
"387","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6414","141","541"
"388","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6415","142","540"
"389","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6416","143","545"
"390","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6417","144","544"
"391","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6431","145","551"
"392","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6432","146","550"
"393","1","2011-04-26 00:00:00","2011-04-26 00:00:00","2","6432","147","552"
"394","1","2011-04-26 00:00:00","2011-04-27 00:00:00","2","6437","148","553"
"395","1","2011-04-27 00:00:00","2011-04-27 00:00:00","2","6490","149","555"
"396","1","2011-04-27 00:00:00","2011-04-27 00:00:00","2","6491","150","554"
"397","1","2011-04-28 00:00:00","2011-04-28 00:00:00","2","6466","151","556"
"398","1","2011-04-28 00:00:00","2011-04-28 00:00:00","2","6512","152","557"
"399","1","2011-04-28 00:00:00","2011-04-28 00:00:00","2","6514","153","558"
"400","1","2011-04-28 00:00:00","2011-04-28 00:00:00","2","6506","154","559"
"401","1","2011-04-29 00:00:00","2011-04-29 00:00:00","2","6549","155","560"
"402","1","2011-04-30 00:00:00","2011-04-30 00:00:00","2","6618","156","561"
"403","1","2011-04-30 00:00:00","2011-04-30 00:00:00","2","6632","157","565"
"404","1","2011-04-30 00:00:00","2011-04-30 00:00:00","2","6633","158","564"
"405","1","2011-04-30 00:00:00","2011-04-30 00:00:00","2","6634","159","563"
"406","1","2011-04-30 00:00:00","2011-04-30 00:00:00","2","6635","160","562"
"407","1","2011-04-30 00:00:00","2011-04-30 00:00:00","2","6636","161","567"
"408","1","2011-04-30 00:00:00","2011-04-30 00:00:00","2","6637","162","566"
"409","1","2011-04-30 00:00:00","2011-04-30 00:00:00","2","6638","163","570"
"410","1","2011-04-30 00:00:00","2011-04-30 00:00:00","2","6639","164","571"
"411","1","2011-04-30 00:00:00","2011-04-30 00:00:00","2","6640","165","568"
"412","1","2011-04-30 00:00:00","2011-04-30 00:00:00","2","6641","166","569"
"413","1","2011-05-01 00:00:00","2011-05-01 00:00:00","2","4555","167","572"
"414","1","2011-05-01 00:00:00","2011-05-01 00:00:00","2","4571","168","573"
"415","1","2011-05-01 00:00:00","2011-05-01 00:00:00","2","4622","169","574"
"416","1","2011-05-03 00:00:00","2011-05-03 00:00:00","2","6629","170","575"
"417","1","2011-05-03 00:00:00","2011-05-03 00:00:00","2","6726","171","576"
"418","1","2011-05-05 00:00:00","2011-05-05 00:00:00","2","6789","172","577"
"419","1","2011-05-05 00:00:00","2011-05-05 00:00:00","2","6281","173","578"
